Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
336859	337259	400	non-gesture	non-gesture			001.eaf														Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.																	16	A		1.0	5.0	1_11
337323	337643	320	gesture	gesture			001.eaf		1.0			1.0		05E	1.0			1.0		05D	Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.													Oh ja. #laughs#	Oh yes #laughs#			16	A		1.0	5.0	1_11
339345	339665	320	gesture				001.eaf					1.0		05A							Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.																	16	A		1.0	5.0	1_11
340836	341216	380	non-gesture	non-gesture			001.eaf														Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.																	16	A		1.0	5.0	1_11
341820	342501	681	gesture	gesture			001.eaf					1.0		05A				1.0		05A	Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.																	16	A		1.0	5.0	1_11
343321	344281	960	gesture	gesture			001.eaf				1.0	1.0		05A			1.0	1.0		05A	Dus ja hij heeft twee armpjes die hetzelfde zijn en die hanekam is zeg maar een groot eh rechthoekig hok blo- blok bovenop dat dingetje.	So yes he has two little arms that are the same and that cock crest is say a big um rectangular loft blo- block on top of that thingy.																	16	A		1.0	5.0	1_11
368897	369517	620				gesture	001.eaf																									1.0		05A	heeft die een een een rechthoekige balk bovenop liggen?	Does that one have a one rectangular beam on top?			16	A		1.0	5.0	1_11
372345	372605	260		gesture			001.eaf								1.0	unsure, might be aborted gesture			1.0		ja, dat is de hanekam.	Yes, that's the cock's comb.																	16	A		1.0	5.0	1_11
373611	373891	280			gesture		001.eaf														#laughs#	#laughs#					1.0								Oh ja, precies.	Oh yes, exactly.			16	A		1.0	5.0	1_11
376323	377043	720				gesture	001.eaf														#laughs#	#laughs#										1.0		05B	En dan een een (eh) cilinder naar boven,	And then a one (er) cylinder to the top,			16	A		1.0	5.0	1_11
379595	380075	480	gesture	gesture			001.eaf					1.0		05C				1.0		05C	Ja en weer dat o(p)gevouwen papiertje.	Yes and again that o(p)folded paper.																	16	A		1.0	5.0	1_11
382001	382261	260		gesture			001.eaf												1.0		Yes, dat is hem.	Yes, that's him.													Oké, dan weet ik het.	Okay, then I know.			16	A		1.0	5.0	1_11
391959	392379	420				gesture	001.eaf																									1.0		04B-REP	Die heeft ehm twee soort, ja, eh balken	Which has um two kind of, yes, um beams			A	B		1.0	4.0	1_12
392975	393675	700				gesture	001.eaf																									1.0		04B-rep	Die heeft ehm twee soort, ja, eh balken	Which has um two kind of, yes, um beams			A	B		1.0	4.0	1_12
394656	395356	700				gesture	001.eaf																									1.0		04B	aan de rechterkant erin.	on the right side in it.			A	B		1.0	4.0	1_12
396867	397167	300				gesture	001.eaf																								1.0				En dan boven een soort vinnetje.	And then above some kind of fin.			A	B		1.0	4.0	1_12
397744	398481	737				gesture	001.eaf																									1.0		04A	En dan boven een soort vinnetje.	And then above some kind of fin.			A	B		1.0	4.0	1_12
400066	400486	420				gesture	001.eaf																										1.0		En deze heeft een staartje achter.	And this one has a tail on the back.			A	B		1.0	4.0	1_12
405366	406711	1345				gesture	001.eaf																									1.0		04D	Ehm en nog een armpje wat ook op een vinnetje leek.	Um and another little arm that also looked like a fin.			A	B		1.0	4.0	1_12
410929	411109	180		non-gesture			001.eaf														en die, die, zeg maar, zijn twee rechte platte balken die er aan...	and those, those, say, are two straight flat beams attached to...																	A	B		1.0	4.0	1_12
411515	411795	280		gesture			001.eaf											1.0		04B	en die, die, zeg maar, zijn twee rechte platte balken die er aan...	and those, those, say, are two straight flat beams attached to...																	A	B		1.0	4.0	1_12
412321	412741	420		non-gesture			001.eaf														en die, die, zeg maar, zijn twee rechte platte balken die er aan...	and those, those, say, are two straight flat beams attached to...																	A	B		1.0	4.0	1_12
418326	418606	280	gesture	gesture			001.eaf		1.0						1.0						OkÃ©, deze drijft ook weer,	Okay, this one floats again, too,																	7	A		1.0	7.0	1_13
420881	422556	1675	gesture	gesture			001.eaf		1.0			1.0		07B	1.0			1.0		07B	Ehm omdat hij dus op de helft van de dingen zit een zit een soort van plank.	Ehm because he's so on half of the things a sits kind of plank.																	7	A		1.0	7.0	1_13
426761	427641	880	gesture	gesture			001.eaf					1.0		07C				1.0		07C	Em en aan de onderkant steken er twee rechthoekige balken uit die een beetje schuin gaat.	Em and at the bottom there are two rectangular beams sticking out that goes at a slight angle.																	7	A		1.0	7.0	1_13
429070	429850	780	gesture				001.eaf				1.0										En aan de achterkant heeft hij een soort van uitlaat eh ook weer iets.	And at the back it has some kind of exhaust eh also something.													Ja,	Yes,			7	A		1.0	7.0	1_13
437443	438051	608				gesture	001.eaf																									1.0		07A	Ja en voorop nog een soort (m) bakje.	Yes and in front another kind (m) tray.			7	A		1.0	7.0	1_13
449178	449578	400				gesture	001.eaf																									1.0		02A	Deze heeft een eh ja ijshoorntje op de kop, op de bovenkant.	This one has an um yes ice cream cone on the head, on the top.			J	B		1.0	2.0	1_14
460729	461689	960				gesture	001.eaf																									1.0		02D	En je hebt dan nog aan de rechterkant een soort uitsteeksel die met een pinnetje erin lijkt te zitten.	And then you have another kind of protrusion on the right side that seems to have a pin in it.			J	B		1.0	2.0	1_14
469156	469376	220			gesture		001.eaf																				1.0								Oh ja, precies, ja.	Oh yes, exactly, yes.			J	B		1.0	2.0	1_14
482017	482177	160		gesture			001.eaf								1.0						Ehm omdat hij omdat hij, zeg maar, ja de paddenstoel is dus echt die vorm van een van een paddenstoel,	Um because he because he, say, yes the mushroom is so really that shape of one of a mushroom,																	6	A		1.0	1.0	1_15
482538	483058	520	gesture	gesture			001.eaf		1.0						1.0						Ehm omdat hij omdat hij, zeg maar, ja de paddenstoel is dus echt die vorm van een van een paddenstoel,	Um because he because he, say, yes the mushroom is so really that shape of one of a mushroom,																	6	A		1.0	1.0	1_15
483243	483603	360	gesture	gesture			001.eaf			"unsure, I feel the gesture should be iconic, but it does not resemble the ""mushroom"" she talks about"			1.0						1.0		Ehm omdat hij omdat hij, zeg maar, ja de paddenstoel is dus echt die vorm van een van een paddenstoel,	Um because he because he, say, yes the mushroom is so really that shape of one of a mushroom,																	6	A		1.0	1.0	1_15
486361	486881	520	undecided	undecided			001.eaf														als in er zit een een cilinder bovenop met een twee cirkeltjes.	as in there is a one a cylinder on top with a two circles.																	6	A		1.0	1.0	1_15
487690	489641	1951		gesture			001.eaf											1.0		01A	als in er zit een een cilinder bovenop met een twee cirkeltjes.	as in there is a one a cylinder on top with a two circles.																	6	A		1.0	1.0	1_15
490861	491401	540		gesture			001.eaf										1.0				Eh en aan de voorkant zit een grote vierkant vlak.	Um and on the front is a big square plane.																	6	A		1.0	1.0	1_15
492443	493383	940	gesture	gesture			001.eaf					1.0		01B				1.0		01B	Eh en aan de voorkant zit een grote vierkant vlak.	Um and on the front is a big square plane.																	6	A		1.0	1.0	1_15
493734	494274	540	gesture	gesture			001.eaf				1.0						1.0																						6	A		1.0	1.0	1_15
495150	495890	740	gesture				001.eaf				1.0	1.0		01C							of eh ja, aan de linkerkant, dus, zitten dus, zeg maar, weer die vierkanten die steeds groter worden.	or um yes, on the left side, so, so there are, say, again these squares that get bigger and bigger.																	6	A		1.0	1.0	1_15
498781	499901	1120	gesture	gesture			001.eaf					1.0		01C				1.0		01C	of eh ja, aan de linkerkant, dus, zitten dus, zeg maar, weer die vierkanten die steeds groter worden.	or um yes, on the left side, so, so there are, say, again these squares that get bigger and bigger.																	6	A		1.0	1.0	1_15
509917	510197	280			non-gesture		001.eaf																												Die heeft namelijk een soort gekke neus.	After all, that one has a kind of crazy nose.			G	B		1.0	12.0	1_16
511343	511763	420				gesture	001.eaf																									1.0		12C	En daarbovenop is een heel puntig uitsteeksel met een vierkant bovenop.	And on top of that is a very pointed protrusion with a square on top.			G	B		1.0	12.0	1_16
512755	513235	480				gesture	001.eaf																							She specifically refers to the square top of the fribble subpart		1.0		12C	En daarbovenop is een heel puntig uitsteeksel met een vierkant bovenop.	And on top of that is a very pointed protrusion with a square on top.			G	B		1.0	12.0	1_16
518783	519083	300			gesture	gesture	001.eaf																				1.0						1.0		En dan heeft die eh aan de rechterk- ja eh aan de linkerkant, licht eraan welke k- welke kant je het bekijkt, een soort plat dienblad.	And then that um on the right- yes um on the left side, depends which k- which side you look at it, has a kind of flat tray.			G	B		1.0	12.0	1_16
519878	520138	260				gesture	001.eaf																									1.0		12A	En dan heeft die eh aan de rechterk- ja eh aan de linkerkant, licht eraan welke k- welke kant je het bekijkt, een soort plat dienblad.	And then that um on the right- yes um on the left side, depends which k- which side you look at it, has a kind of flat tray.			G	B		1.0	12.0	1_16
522511	523531	1020				non-gesture	001.eaf																																G	B		1.0	12.0	1_16
525529	525769	240		gesture			001.eaf												1.0		Ah, ja, de de ober soort van iets.	Ah, yes, the the waiter kind of something.													Een soort platte ronde stuk daarna	A kind of flat round piece afterwards			G	B		1.0	12.0	1_16
526650	527030	380				gesture	001.eaf														Ah, ja, de de ober soort van iets.	Ah, yes, the the waiter kind of something.											1.0		Ja, precies.	Yes, exactly.			G	B		1.0	12.0	1_16
527641	527901	260		gesture			001.eaf												1.0		Ja, ja, die heb ik. OkÃ©, yes.	Yes, yes, I got that one, okay, yes.																	G	B		1.0	12.0	1_16
539532	540032	500	non-gesture	non-gesture			001.eaf														Eh dit is eh met een bol bovenop	Eh this is eh with a sphere on top																	3	A		2.0	14.0	2_1
541800	542300	500	gesture	gesture			001.eaf					1.0		14A				1.0		14A	Eh dit is eh met een bol bovenop	Eh this is eh with a sphere on top																	3	A		2.0	14.0	2_1
546201	547721	1520	non-gesture	non-gesture			001.eaf														en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk	and a um um rectangular, yes, rectangular, stretch rectangular beam																	3	A		2.0	14.0	2_1
548343	548643	300	gesture				001.eaf					1.0		14C							en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk	and a um um rectangular, yes, rectangular, stretch rectangular beam																	3	A		2.0	14.0	2_1
549281	549701	420	gesture	gesture			001.eaf					1.0		14C				1.0		14C	en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk	and a um um rectangular, yes, rectangular, stretch rectangular beam																	3	A		2.0	14.0	2_1
555896	556955	1059	gesture	gesture			001.eaf					1.0		main				1.0		main	aan de linkerkant van de, ja, van dat reactortje, zeg maar.	On the left side of the, yes, of that little reactor, so to speak.																	3	A		2.0	14.0	2_1
558111	558491	380	gesture	gesture			001.eaf					1.0		14D				1.0		14B	En dan twee uitstulpsels van de armen,	And then two bulges of arms,																	3	A		2.0	14.0	2_1
559460	559620	160	gesture	gesture			001.eaf		1.0						1.0																								3	A		2.0	14.0	2_1
572010	572530	520				non-gesture	001.eaf																												Dit was ehm een soort cirkel, de platte cirkel achterop.	This was um kind of a circle, the flat circle on the back.			P	B		2.0	9.0	2_2
573732	574032	300				non-gesture	001.eaf																												Dit was ehm een soort cirkel, de platte cirkel achterop.	This was um kind of a circle, the flat circle on the back.			P	B		2.0	9.0	2_2
574252	574961	709				gesture	001.eaf																						1.0						Dit was ehm een soort cirkel, de platte cirkel achterop.	This was um kind of a circle, the flat circle on the back.			P	B		2.0	9.0	2_2
575717	575917	200				gesture	001.eaf																						1.0						Die leek op een citroentje.	That one looked like a lemon.			P	B		2.0	9.0	2_2
576495	576855	360				non-gesture	001.eaf																												Die leek op een citroentje.	That one looked like a lemon.			P	B		2.0	9.0	2_2
577893	578153	260				gesture	001.eaf																									1.0		09A	En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel	And then so you have the spoon in the glass and then another um protrusion			P	B		2.0	9.0	2_2
581067	582301	1234				gesture	001.eaf																									1.0		09C	En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel	And then so you have the spoon in the glass and then another um protrusion			P	B		2.0	9.0	2_2
583772	584192	420			gesture		001.eaf																		1.0										aan de linkerkant.	on the left.			P	B		2.0	9.0	2_2
585720	586200	480			gesture	gesture	001.eaf																			1.0		09B				1.0		09B	En onderop staat die op een eh soort langwerpige balk.	And at the bottom it's on an um kind of oblong bar.			P	B		2.0	9.0	2_2
599377	599937	560		gesture			001.eaf									unsure			1.0		Ehm, dit is er eentje waar-v-bij de twee uit- twee eh vier uitstekers in totaal, waarvan twee hetzelfde zijn.	Um, this is one where-via the two out- two um four cutters in total, two of which are the same.																	14	A		2.0	16.0	2_3
