Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_LH_gesture_beat,A_LH_gesture_comments,A_LH_gesture_deixis,A_LH_gesture_iconicity,A_LH_gesture_pragmaticality,A_LH_gesture_referent,A_RH_gesture_beat,A_RH_gesture_comments,A_RH_gesture_deixis,A_RH_gesture_iconicity,A_RH_gesture_pragmaticality,A_RH_gesture_referent,A_speech,A_speech_eng,B_LH_gesture_beat,B_LH_gesture_comments,B_LH_gesture_deixis,B_LH_gesture_iconicity,B_LH_gesture_pragmaticality,B_LH_gesture_referent,B_RH_gesture_beat,B_RH_gesture_comments,B_RH_gesture_deixis,B_RH_gesture_iconicity,B_RH_gesture_pragmaticality,B_RH_gesture_referent,B_speech,B_speech_eng,accuracy,comments,correct_answer,director,given_answer,round,target,trial,pair,gesturer,iconic_a,iconic_b,iconic
498781,499901,1120,gesture,gesture,,,001.eaf,,,,,1.0,,01C,,,,1.0,,01C,"of eh ja, aan de linkerkant, dus, zitten dus, zeg maar, weer die vierkanten die steeds groter worden.","or um yes, on the left side, so, so there are, say, again these squares that get bigger and bigger.",,,,,,,,,,,,,,,,,6,A,,1.0,1.0,1_15,001,A,True,False,True
511343,511763,420,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12C,En daarbovenop is een heel puntig uitsteeksel met een vierkant bovenop.,And on top of that is a very pointed protrusion with a square on top.,,,G,B,,1.0,12.0,1_16,001,B,False,True,True
512755,513235,480,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,She specifically refers to the square top of the fribble subpart,,1.0,,12C,En daarbovenop is een heel puntig uitsteeksel met een vierkant bovenop.,And on top of that is a very pointed protrusion with a square on top.,,,G,B,,1.0,12.0,1_16,001,B,False,True,True
519878,520138,260,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12A,"En dan heeft die eh aan de rechterk- ja eh aan de linkerkant, licht eraan welke k- welke kant je het bekijkt, een soort plat dienblad.","And then that um on the right- yes um on the left side, depends which k- which side you look at it, has a kind of flat tray.",,,G,B,,1.0,12.0,1_16,001,B,False,True,True
541800,542300,500,gesture,gesture,,,001.eaf,,,,,1.0,,14A,,,,1.0,,14A,Eh dit is eh met een bol bovenop,Eh this is eh with a sphere on top,,,,,,,,,,,,,,,,,3,A,,2.0,14.0,2_1,001,A,True,False,True
548343,548643,300,gesture,,,,001.eaf,,,,,1.0,,14C,,,,,,,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk","and a um um rectangular, yes, rectangular, stretch rectangular beam",,,,,,,,,,,,,,,,,3,A,,2.0,14.0,2_1,001,A,True,False,True
549281,549701,420,gesture,gesture,,,001.eaf,,,,,1.0,,14C,,,,1.0,,14C,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk","and a um um rectangular, yes, rectangular, stretch rectangular beam",,,,,,,,,,,,,,,,,3,A,,2.0,14.0,2_1,001,A,True,False,True
555896,556955,1059,gesture,gesture,,,001.eaf,,,,,1.0,,main,,,,1.0,,main,"aan de linkerkant van de, ja, van dat reactortje, zeg maar.","On the left side of the, yes, of that little reactor, so to speak.",,,,,,,,,,,,,,,,,3,A,,2.0,14.0,2_1,001,A,True,False,True
558111,558491,380,gesture,gesture,,,001.eaf,,,,,1.0,,14D,,,,1.0,,14B,"En dan twee uitstulpsels van de armen,","And then two bulges of arms,",,,,,,,,,,,,,,,,,3,A,,2.0,14.0,2_1,001,A,True,False,True
577893,578153,260,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09A,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,And then so you have the spoon in the glass and then another um protrusion,,,P,B,,2.0,9.0,2_2,001,B,False,True,True
581067,582301,1234,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,09C,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,And then so you have the spoon in the glass and then another um protrusion,,,P,B,,2.0,9.0,2_2,001,B,False,True,True
585720,586200,480,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,09B,,,,1.0,,09B,En onderop staat die op een eh soort langwerpige balk.,And at the bottom it's on an um kind of oblong bar.,,,P,B,,2.0,9.0,2_2,001,B,False,True,True
604570,605190,620,,gesture,,,001.eaf,,,,,,,,,might also be aborted,,1.0,,16A+16C,"Dat is een soort van, eh ja, ovaal die erin zitten.","That's kind of, um, oval that are in there.",,,,,,,,,,,,,,,,,14,A,,2.0,16.0,2_3,001,A,True,False,True
605660,606280,620,gesture,gesture,,,001.eaf,,,,,1.0,,16A+16C,,,,1.0,,16A+16C,"Dat is een soort van, eh ja, ovaal die erin zitten.","That's kind of, um, oval that are in there.",,,,,,,,,,,,,,,,,14,A,,2.0,16.0,2_3,001,A,True,False,True
606509,606829,320,gesture,gesture,,,001.eaf,,,,,1.0,,16A,,,,1.0,,16C,"Dat is een soort van, eh ja, ovaal die erin zitten.","That's kind of, um, oval that are in there.",,,,,,,,,,,,,,,,,14,A,,2.0,16.0,2_3,001,A,True,False,True
612561,613481,920,gesture,gesture,,,001.eaf,,,,,1.0,,16B,,,,1.0,,16B,"En dan aan de ehm l- rechterkant, aan de zijkant, heb je dus weer dat vierkant dat steeds groter wordt.","And then on the um l-right side, on the side, so again you have this square that gets bigger and bigger.",,,,,,,,,,,,,,,,,14,A,,2.0,16.0,2_3,001,A,True,False,True
615564,615924,360,,gesture,,,001.eaf,,,,,,,,,,1.0,1.0,,16D,En aan de achterkant heb je een soort van armpje die een beetje krom staat.,And at the back you have a kind of little arm that's kind of crooked.,,,,,,,,,,,,,,,,,14,A,,2.0,16.0,2_3,001,A,True,False,True
623588,623941,353,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,03C,dus die spiraal die naar beneden gaat met de driehoek.,So that spiral going down with the triangle.,,,B,B,,2.0,3.0,2_4,001,B,False,True,True
624041,624581,540,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,03C,dus die spiraal die naar beneden gaat met de driehoek.,So that spiral going down with the triangle.,,,B,B,,2.0,3.0,2_4,001,B,False,True,True
649013,649773,760,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,11C,,,,1.0,,11C,Neusje voorop en dan aan de rechterkant het eh omgevouwen papiertje.,Nose in front and then on the right side the um folded paper.,,,H,B,,2.0,11.0,2_6,001,B,False,True,True
663761,663901,140,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,07B,,,,1.0,,07B,maar dan daarboven met het bakje bovenop en een soort tafeltje eh naar beneden.,but up there with the tray on top and a kind of table eh down.,,,I,B,,2.0,7.0,2_8,001,B,False,True,True
665031,665371,340,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,07A,maar dan daarboven met het bakje bovenop en een soort tafeltje eh naar beneden.,but up there with the tray on top and a kind of table eh down.,,,I,B,,2.0,7.0,2_8,001,B,False,True,True
673059,673439,380,,gesture,,,001.eaf,,,,,,,,,,,1.0,,15B,Ehm is dat die met die glijbaan of die met dat bakje voorop?,Um is that the one with the slide or the one with the tray in front?,,,,,,,,,,,,,,,,,I,B,,2.0,7.0,2_8,001,A,True,False,True
674000,674600,600,gesture,gesture,,,001.eaf,,,,,1.0,,07A,,,,1.0,,07A,Ehm is dat die met die glijbaan of die met dat bakje voorop?,Um is that the one with the slide or the one with the tray in front?,,,,,,,,,,,,,,,,,I,B,,2.0,7.0,2_8,001,A,True,False,True
683133,683553,420,gesture,gesture,,,001.eaf,,,,,1.0,,06D-REP,,,,1.0,,06D-REP,Ehm dit is weer die ene met dat armpje met die met die (bout) erdoorheen en een cirkel aan de achterkant.,Um this is the one again with that little arm with the one with the (bolt) through it and a circle on the back.,,,,,,,,,,,,,,,,,16,A,,2.0,6.0,2_9,001,A,True,False,True
683960,684140,180,gesture,gesture,,,001.eaf,,,,,1.0,,06D-rep,,,,1.0,,06D-rep,Ehm dit is weer die ene met dat armpje met die met die (bout) erdoorheen en een cirkel aan de achterkant.,Um this is the one again with that little arm with the one with the (bolt) through it and a circle on the back.,,,,,,,,,,,,,,,,,16,A,,2.0,6.0,2_9,001,A,True,False,True
684606,685166,560,,gesture,,,001.eaf,,,,,,,,,,,1.0,,06C,Ehm dit is weer die ene met dat armpje met die met die (bout) erdoorheen en een cirkel aan de achterkant.,Um this is the one again with that little arm with the one with the (bolt) through it and a circle on the back.,,,,,,,,,,,,,,,,,16,A,,2.0,6.0,2_9,001,A,True,False,True
694535,694915,380,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,13D,,,,1.0,,13D,Eh dit is degene die eh op het plateautje staat,Um this is the one that is eh on the tray,,,F,B,,2.0,13.0,2_10,001,B,False,True,True
696495,696775,280,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,13A-REP,,,,1.0,,13A-REP,met de twee eh uitsteeksels met bolletjes.,With the two eh protrusions with spheres.,,,F,B,,2.0,13.0,2_10,001,B,False,True,True
697481,697921,440,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,13A-rep,,,,1.0,,13A-rep,met de twee eh uitsteeksels met bolletjes.,With the two eh protrusions with spheres.,,,F,B,,2.0,13.0,2_10,001,B,False,True,True
704621,705402,781,gesture,,,,001.eaf,,,Metaphorical upturning of icecream cone,1.0,1.0,,02A,,,,,,,Ehm dit is weer eh die rijder de met die eh ijshoorn op de kop.,Um this is again eh that rider the with that eh ice cream cone on the head.,,,,,,,,,,,,,,,,,6,A,,2.0,2.0,2_11,001,A,True,False,True
717925,718105,180,gesture,gesture,,,001.eaf,,,"The shape of the gesure does not match the fribble part, but may be metaphorical ""pinochio nose"" ",,1.0,,08C,,,,1.0,,08C,Ehm dit is die met die soort van Pinocchio-neus,Um this is the one with the kind of Pinocchio nose,,,,,,,,,,,,,,,,,7,A,,2.0,8.0,2_13,001,A,True,False,True
719876,720296,420,gesture,,,,001.eaf,,,,,1.0,,08E,,,,,,,en dan een voetje eronder,and then a foot underneath,,,,,,,,,,,,,,,,,7,A,,2.0,8.0,2_13,001,A,True,False,True
721682,722082,400,,gesture,,,001.eaf,,,,,,,,,,,1.0,,08D,en een f- armpje aan de zijkant met daar bovenop een eh ruit,and an f- arm on the side with an eh window on top of it,,,,,,,,,,,,,,,,,7,A,,2.0,8.0,2_13,001,A,True,False,True
724970,725401,431,gesture,gesture,,,001.eaf,,,,,1.0,,08A,,,,1.0,,08A,en een f- armpje aan de zijkant met daar bovenop een eh ruit,and an f- arm on the side with an eh window on top of it,,,,,,,,,,,,,,,,,7,A,,2.0,8.0,2_13,001,A,True,False,True
726594,726994,400,gesture,gesture,,,001.eaf,,,,,1.0,,08B,,,,1.0,,08B,"die weer van die s-, ja, van die vierkanten heeft die groter wordt.","which again has those s-, yes, those squares that get bigger.",,,,,,,,,,,,,,,,,7,A,,2.0,8.0,2_13,001,A,True,False,True
750260,750580,320,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,05A,Eh dit is degene die heel compact is met een rechthoekige balk liggend bovenop.,Um this is the one that is very compact with a rectangular beam lying on top.,,,O,B,,2.0,5.0,2_16,001,B,False,True,True
755214,755634,420,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,"Oh, de pinguÃ¯n.","Oh, the penguin.",,,,1.0,,05E,,,,1.0,,05D,en twee armpjes.,and two little arms.,,,O,B,,2.0,5.0,2_16,001,B,False,True,True
764222,764402,180,gesture,gesture,,,001.eaf,,,,,1.0,,09D,,,,1.0,,09A,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.","Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,,,,,,,,,,,,,,,,4,A,,3.0,9.0,3_1,001,A,True,False,True
764448,764868,420,gesture,,,,001.eaf,,,,,1.0,,09C,,,,,,,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.","Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,,,,,,,,,,,,,,,,4,A,,3.0,9.0,3_1,001,A,True,False,True
765336,765916,580,,gesture,,,001.eaf,,,,,,,,,,,1.0,,09A,"Oh, ik heb weer de cocktail met het citroentje, en het armpje en het eh roerstaafje.","Oh, I got the cocktail again with the little lemon, and the little arm and the er stirrer.",,,,,,,,,,,,,,,,,4,A,,3.0,9.0,3_1,001,A,True,False,True
771508,772028,520,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,10E+10F,,,,1.0,,10A+10B,Ehm ik heb degene met de armpjes met de bolletjes en de omgevallen paddenstoel.,Ehm I got the one with the little arms with the balls and the fallen mushroom.,,,N,B,,3.0,10.0,3_2,001,B,False,True,True
787759,788159,400,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12A,Ik heb de ober met het dienblad en de gekke satelliet.,I got the waiter with the tray and the crazy satellite.,,,G,B,,3.0,12.0,3_4,001,B,False,True,True
795625,795911,286,,gesture,,,001.eaf,,,,,,,,,,,1.0,,01A,Ik heb nu mijn satelliet met de paddenstoel bovenop.,I now have my satellite with the mushroom on top.,,,,,,,,,,,,,,,,,10,A,,3.0,1.0,3_5,001,A,True,False,True
810496,810636,140,gesture,gesture,,,001.eaf,,,,,1.0,,07A,,,,1.0,,07A,Eh ik heb de nu de drijver met het bakje voorop.,Um I have the now the float with the tray in front.,,,,,,,,,,,,,,,,,6,A,,3.0,7.0,3_7,001,A,True,False,True
819049,819289,240,,,,gesture,001.eaf,,,,,,,,,,,,,,Ja.,Yes.,,,,,,,,,1.0,1.0,,16A,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,I have the one with the oval at the top and on the left side and two more protrusions.,,,K,B,,3.0,16.0,3_8,001,B,False,True,True
819927,820207,280,,,gesture,,001.eaf,,,,,,,,,,,,,,Ja.,Yes.,,,,1.0,,16C,,,,,,,Ik heb degene die met de ovaalvormige aan de bovenkant en aan de linkerkant en verder nog twee uitsteeksels.,I have the one with the oval at the top and on the left side and two more protrusions.,,,K,B,,3.0,16.0,3_8,001,B,False,True,True
829851,831181,1330,,gesture,,,001.eaf,,,,,,,,,,,1.0,,16B,"met de g- g- eh aan de rechterkant, of, ja, ja, de rechterkant, die vierkant die steeds groter wordt.","with the g- g- eh on the right side, or, yes, yes, the right side, that square that keeps getting bigger.",,,,,,,,,,,,,,,,,K,B,,3.0,16.0,3_8,001,A,True,False,True
835547,835947,400,gesture,gesture,,,001.eaf,,,"The gesture is probably metaphorical, relating to ""standing"", so i took the 13D to be the referent",1.0,1.0,,13D,,,1.0,1.0,,13D,"Eh ik heb die staande met die eh cirkel eh handjes aan de zijkant,","Um I have the standing one with the um circle um hands on the side,",,,,,,,,,,,,,,,,,11,A,,3.0,13.0,3_9,001,A,True,False,True
836729,836789,60,gesture,gesture,,,001.eaf,,,,,1.0,,13A,,,,1.0,,13A,"Eh ik heb die staande met die eh cirkel eh handjes aan de zijkant,","Um I have the standing one with the um circle um hands on the side,",,,,,,,,,,,,,,,,,11,A,,3.0,13.0,3_9,001,A,True,False,True
838961,839121,160,gesture,gesture,,,001.eaf,,,,1.0,1.0,,13A,,,1.0,1.0,,13A,"Eh ik heb die staande met die eh cirkel eh handjes aan de zijkant,","Um I have the standing one with the um circle um hands on the side,",,,,,,,,,,,,,,,,,11,A,,3.0,13.0,3_9,001,A,True,False,True
840861,841341,480,gesture,gesture,,,001.eaf,,,,,1.0,,13D,,,,1.0,,13D,"op een plateau, zeg maar.","On a plateau, so to speak.",,,,,,,,,,,,,,,,,11,A,,3.0,13.0,3_9,001,A,True,False,True
844440,845040,600,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13D,"Ehm ja, het plateau helemaal onderop.","Um yes, the tray at the very bottom.",,,11,A,,3.0,13.0,3_9,001,B,False,True,True
850831,851071,240,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,Appears to be a reduced form of the upturned icecream cone mimic,,1.0,,02A,Ik heb degene met het omgevallen ijshoorntje op de kop.,I got the one with the toppled ice cream cone on it.,,,P,B,,3.0,2.0,3_10,001,B,False,True,True
852029,852369,340,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,02A,Ik heb degene met het omgevallen ijshoorntje op de kop.,I got the one with the toppled ice cream cone on it.,,,P,B,,3.0,2.0,3_10,001,B,False,True,True
865657,866957,1300,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,06B,"Dit is degene eh die de balk vast heeft,","This is the one eh holding the beam,",,,I,B,,3.0,6.0,3_12,001,B,False,True,True
867901,868221,320,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,06D,,,,,I,B,,3.0,6.0,3_12,001,B,False,True,True
879601,880521,920,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,05A,"Ja, met de balk, recht(e) balk erop liggend, toch?","Yes, with the beam, straight(er) beam lying on top of it, right?",,,14,A,,3.0,5.0,3_13,001,B,False,True,True
881577,881817,240,gesture,,,,001.eaf,,,,,1.0,,05A,,,,,,,,,,,,,,,,,,,,,"Ja, met de balk, recht(e) balk erop liggend, toch?","Yes, with the beam, straight(er) beam lying on top of it, right?",,,14,A,,3.0,5.0,3_13,001,A,True,False,True
887529,887869,340,,,gesture,,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,08D,,,,,,,Eh ik heb Pinocchio met het armpje die wil knuffelen en bovenop de ruit.,Um I have Pinocchio with the little arm that wants to cuddle and on top of the window.,,,L,B,,3.0,8.0,3_14,001,B,False,True,True
901671,902111,440,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,14D,,,,1.0,,14B,Dit is degene met de twee armpjes en het bolletje bovenop,This is the one with the two arms and the little ball on top,,,D,B,,3.0,14.0,3_16,001,B,False,True,True
903401,903541,140,,,gesture,,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,14A,,,,,,,Dit is degene met de twee armpjes en het bolletje bovenop,This is the one with the two arms and the little ball on top,,,D,B,,3.0,14.0,3_16,001,B,False,True,True
905520,906260,740,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14C,en de balk voorop.,and the beam in front.,,,D,B,,3.0,14.0,3_16,001,B,False,True,True
913706,914406,700,gesture,gesture,,,001.eaf,,,,,1.0,,10F,,,,1.0,,10B,Eh eh ik heb weer die met die twee armpjes en dat cirkeltje eraan en de omgevallen paddenstoel.,Um um again I have the one with the two little arms and that little circle on it and the fallen mushroom.,,,,,,,,,,,,,,,,,5,A,,4.0,10.0,4_1,001,A,True,False,True
914784,914964,180,,gesture,,,001.eaf,,,,,,,,,,,1.0,1.0,10D,Eh eh ik heb weer die met die twee armpjes en dat cirkeltje eraan en de omgevallen paddenstoel.,Um um again I have the one with the two little arms and that little circle on it and the fallen mushroom.,,,,,,,,,,,,,,,,,5,A,,4.0,10.0,4_1,001,A,True,False,True
923261,923541,280,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15C,Ik heb met de glijbaan die drijft.,I have with the slide that floats.,,,L,B,,4.0,15.0,4_2,001,B,False,True,True
933523,933783,260,gesture,gesture,,,001.eaf,,,,,1.0,,06D,,,,1.0,,06D,"Eh ik heb die met dat balkje vast eh door de arm heen, zeg maar, met die cirkel eraan.","Um I have the one with that bar stuck eh through the arm, say, with that circle attached to it.",,,,,,,,,,,,,,,,,2,A,,4.0,6.0,4_3,001,A,True,False,True
934092,934672,580,,gesture,,,001.eaf,,,,,,,,,,,1.0,,06C,"Eh ik heb die met dat balkje vast eh door de arm heen, zeg maar, met die cirkel eraan.","Um I have the one with that bar stuck eh through the arm, say, with that circle attached to it.",,,,,,,,,,,,,,,,,2,A,,4.0,6.0,4_3,001,A,True,False,True
940374,940754,380,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,01A,Ik heb jouw eh satelliet met de paddestoel. #laughs#,I got your eh satellite with the mushroom #laughs#,,,D,B,,4.0,1.0,4_4,001,B,False,True,True
948013,948293,280,gesture,gesture,,,001.eaf,,,,,1.0,,16C,,,,1.0,,16A,"Eh ik heb weer die ene met die vier uitsteeksels waarvan twee dezelfde zijn, eentje bovenop en eentje rechts, dat is dat ovaaltje.","Um I have the one again with those four protrusions two of which are the same, one on top and one on the right, which is that little oval.",,,,,,,,,,,,,,,,,10,A,,4.0,16.0,4_5,001,A,True,False,True
950241,950791,550,gesture,gesture,,,001.eaf,,,,,1.0,,16A+16C,,,,1.0,,16A+16C,"Eh ik heb weer die ene met die vier uitsteeksels waarvan twee dezelfde zijn, eentje bovenop en eentje rechts, dat is dat ovaaltje.","Um I have the one again with those four protrusions two of which are the same, one on top and one on the right, which is that little oval.",,,,,,,,,,,,,,,,,10,A,,4.0,16.0,4_5,001,A,True,False,True
956935,957215,280,,,,gesture,001.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13D,"Ehm ik heb degene die op het plateau staat met de... Ja, ik vond het puppy langkousvlechtjes. #laughs#","Um I got the one on the platform with the... yeah, I thought it was puppy longstock braids. #laughs#",,,E,B,,4.0,13.0,4_6,001,B,False,True,True
957799,958359,560,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,13A,,,,1.0,,13A,"Ehm ik heb degene die op het plateau staat met de... Ja, ik vond het puppy langkousvlechtjes. #laughs#","Um I got the one on the platform with the... yeah, I thought it was puppy longstock braids. #laughs#",,,E,B,,4.0,13.0,4_6,001,B,False,True,True
974954,975634,680,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,,,,1.0,,07B,,,,1.0,,07B,"Ik heb degene die daarboven drijft, maar heel veel onder water zit,","I have the one that floats up there, but is very much underwater,",,,P,B,,4.0,7.0,4_8,001,B,False,True,True
975981,976281,300,,,gesture,gesture,001.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,07B,1.0,,,1.0,,07B,"Ik heb degene die daarboven drijft, maar heel veel onder water zit,","I have the one that floats up there, but is very much underwater,",,,P,B,,4.0,7.0,4_8,001,B,False,True,True
1014738,1014918,180,gesture,gesture,,,001.eaf,,,,,1.0,,14A,,,,1.0,,14A,Eh ik heb die weer met die bol bovenop en die armen en die balk aan de voorkant.,Um I have the one again with that bulb on top and those arms and that bar on the front.,,,,,,,,,,,,,,,,,9,A,,4.0,14.0,4_11,001,A,True,False,True
1015461,1015661,200,gesture,gesture,,,001.eaf,,,,,1.0,,14D,,,,1.0,,14B,Eh ik heb die weer met die bol bovenop en die armen en die balk aan de voorkant.,Um I have the one again with that bulb on top and those arms and that bar on the front.,,,,,,,,,,,,,,,,,9,A,,4.0,14.0,4_11,001,A,True,False,True
1016123,1016383,260,,gesture,,,001.eaf,,,,,,,,,,,1.0,,14C,Eh ik heb die weer met die bol bovenop en die armen en die balk aan de voorkant.,Um I have the one again with that bulb on top and those arms and that bar on the front.,,,,,,,,,,,,,,,,,9,A,,4.0,14.0,4_11,001,A,True,False,True
